name	variability	bootstrap_lower_bound	bootstrap_upper_bound	p_value	p_value_adj
ZNF669	2.67294677063934	2.33642801726421	2.95258179793643	1.42675705594472e-72	1.96406769190689e-72
ZNF692	3.63671467896178	3.16623870616495	4.03492268786807	2.99128325937013e-164	6.0291597159267e-164
ZNF701	7.62576848634405	7.02822400234209	8.142650635649	0	0
NKX2-4	3.96915016839737	3.68855724119238	4.20197200858184	1.10357482053527e-203	2.62504745914089e-203
FOXD3	5.17567647050778	4.60970813619843	5.65063656667151	0	0
PAX2	2.93050354467443	2.45430516038737	3.28966352240355	1.0199329585057e-93	1.54181454241399e-93
SP1	3.96792151332202	3.43475279351455	4.41017289049302	1.56960584528942e-203	3.71990835861631e-203
FEV	6.28869222547177	5.36709033079595	7.14332388134093	0	0
NR4A2	2.20272147395889	1.97649264025544	2.38478575177289	1.65717864668705e-40	1.95299560001188e-40
CEBPB	1.94777827853388	1.64763809136263	2.1883598752591	8.63502546907266e-27	9.5176515817547e-27
KLF1	2.43682003080354	2.08150828409985	2.74639262475176	2.13700363348085e-55	2.72173494264195e-55
POU2F2	3.70671306487063	3.14633724941859	4.1430604244467	3.16833252903486e-172	6.63401665464581e-172
RFX1	4.94614537380399	4.05549809689308	5.57381944796344	0	0
SP2	4.31162901088185	3.67938750443021	4.84255581751911	2.06787074892874e-248	5.55150362886678e-248
USF2	2.47566109934546	2.16756599036421	2.75081728885266	4.48674508661766e-58	5.82916480128841e-58
BHLHA15	3.61130080310699	3.22018657934315	3.93972854564337	2.12723178685919e-161	4.23482758799353e-161
NFATC3	5.09816837123793	4.65985720349683	5.46958803946707	0	0
EN2	0.853197155405604	0.712050050471443	0.975742184805455	0.965326780852107	0.965326780852107
ESX1	2.55100630025477	2.3373379991885	2.7332214400397	1.95514601222499e-63	2.59749377804839e-63
HOXC11	2.82558601066933	2.51433939607207	3.11515417746961	8.37317259462702e-85	1.22014474520804e-84
MSX1	2.47369718065629	2.25661539141874	2.66316928155795	6.14801367371699e-58	7.95552969378979e-58
SP4	3.80158019096426	3.29451767240217	4.20512996720893	2.58591307581576e-183	5.61438174514361e-183
TBX21	1.44343259891543	1.23349690742364	1.62245826108748	8.14769116969383e-08	8.31475739241626e-08
MNX1	2.06478510074243	1.82264730671418	2.25323832147526	9.34113584646991e-33	1.06591091581411e-32
MSX2	2.47369718065629	2.25661539141874	2.66316928155795	6.14801367371699e-58	7.95552969378979e-58
VAX2	2.10270917483636	1.89861933165612	2.27785500896166	8.24364375081177e-35	9.50737523489343e-35
KLF14	3.65631322216117	3.0996120857975	4.1157252849669	1.82250658917207e-166	3.71975319619662e-166
KLF12	3.74403985676152	3.18765876020917	4.21701177898225	1.50106830332621e-176	3.20525145957774e-176
CUX1	2.81999494340557	2.57686693799137	3.02052637553241	2.43437211497623e-84	3.53147703674803e-84
ONECUT2	1.93264633924705	1.71490311930548	2.10516870332595	4.63796358512271e-26	5.08603803317693e-26
ELK3	6.18158486513782	5.19610747031184	7.05610090578247	0	0
ETV4	6.06266997526122	5.14191095970843	6.85937611645523	0	0
ETV5	6.07415262866305	5.15210188181946	6.87951116337495	0	0
POU1F1	2.50977523765847	2.05992447468393	2.88670389330454	1.78577708049593e-60	2.34836945341639e-60
RFX3	4.40113011962469	3.71729282927281	4.94455920509696	8.81508284190869e-261	2.54614223156916e-260
RFX4	3.2992325756739	2.7658372242022	3.66678592226446	2.81417423262002e-128	4.98841295480863e-128
CLOCK	3.14876589478075	2.83149197931113	3.4040337956339	1.42988573765627e-113	2.34211663864205e-113
HES5	1.89897489931742	1.63791679488431	2.1227983960129	1.80472976717007e-24	1.95916134120644e-24
TFE3	2.22050555926694	1.93359435640038	2.46753745349555	1.45985172776406e-41	1.72989756018927e-41
CEBPE	2.11222797094553	1.77963357069654	2.37312441942558	2.46216593618503e-35	2.84976987604958e-35
FOXD2	5.65516025469915	5.11415760157707	6.12850851660811	0	0
E2F8	3.63882015088802	3.14111286470193	4.07628342944351	1.73197055031839e-164	3.50182795642499e-164
BARHL1	2.4627646653178	2.2279364644451	2.67062393207056	3.52816642835345e-57	4.53821804998943e-57
CDX1	4.18835018314162	3.74757159833518	4.53825079760544	7.81220031340394e-232	2.02179744110894e-231
DLX1	1.71231177532587	1.54296441719498	1.86705041444397	1.56556761785525e-16	1.65781055442283e-16
DUXA	2.94289420623083	2.64788350215117	3.19076828931316	8.48615885288464e-95	1.29493980608877e-94
ELF2	4.78736649278311	4.04113469683684	5.42519866393254	2.19933025806843e-317	8.17796923182877e-317
FOXE1	4.39320260557992	3.83088944009023	4.85788252333468	1.12792718252717e-259	3.24341727597813e-259
GLI3	3.21686024774692	2.7799105568123	3.60987468987037	4.00471820516284e-120	6.89109754984137e-120
HOXA7	3.69357785789589	3.33169003257641	3.99320831598541	1.02500782611934e-170	2.13929052741681e-170
KLF10	3.15730810051048	2.69124411982944	3.54345121855269	2.2009197352888e-114	3.62339712145509e-114
NFATC4	4.91920757654537	4.48914980050057	5.28865019648922	0	0
NR1D2	2.64836537128691	2.13148428036553	3.05889595867141	1.10102199158831e-70	1.50923989101194e-70
PITX2	4.11100538026803	3.72609284809959	4.43697520526206	1.04617915678873e-221	2.62355780791592e-221
SOX18	3.51446931192055	3.15632376245289	3.82303412461803	9.582751906839e-151	1.8507583533507e-150
TBX3	2.29456956898753	1.98243797435389	2.5556036189202	4.31537320715902e-46	5.22855143264398e-46
ZNF75D	4.03445174060531	3.72634971819118	4.28063394241277	6.83225816515962e-212	1.66183121536025e-211
ZNF281	4.96614317766309	4.4453392328863	5.41192773832888	0	0
BACH1	7.21097062049382	6.12171150576876	7.98559546607653	0	0
THAP1	5.55549130506839	5.05800218321642	5.94092929126568	0	0
